sample_index,y_true,dominant_agent,dominant_pathway,dominant_weight,top_minus_second_weight_margin,normalized_weight_entropy,LocalRegionalAgent_weight,MultiViewAgent_weight,BilateralAgent_weight,TemporalSpatialAgent_weight,MetadataAgent_weight,AdaptiveControlAgent_weight
211,0,TemporalSpatialAgent,Temporal-Spatial,0.2182181370447083,0.0019260749895899931,0.9354837839714155,0.2033693027029537,0.2103559471105814,0.2162920620551183,0.2182181370447083,0.0295508649568038,0.1222136861298343
212,0,BilateralAgent,Bilateral,0.22548635178872226,0.009826484432909094,0.9374246047002671,0.21565986735581316,0.19076463246364164,0.22548635178872226,0.20253171905775055,0.028313984172355606,0.13724344516171672
213,0,TemporalSpatialAgent,Temporal-Spatial,0.21753232696227542,0.007651265714327005,0.9382511840808914,0.20846968394522003,0.20572157101898192,0.20988106124794842,0.21753232696227542,0.030494100789959802,0.12790125603561434
214,0,LocalRegionalAgent,Local-Regional,0.21363706707308294,0.00015591525704189424,0.9406632854415113,0.21363706707308294,0.20193509433219436,0.21348115181604105,0.20810299831294865,0.032049612421394404,0.13079407604433863
215,0,TemporalSpatialAgent,Temporal-Spatial,0.22211317620058707,0.008388085558039493,0.9351542422738348,0.20015473304748146,0.21372509064254758,0.21082611019869887,0.22211317620058707,0.02879392202542951,0.12438696788525544
216,0,TemporalSpatialAgent,Temporal-Spatial,0.22752544604026048,0.0063556149865496014,0.9317248169241245,0.18909736584393566,0.2138606845811443,0.22116983105371088,0.22752544604026048,0.02740861414599701,0.12093805833495164
217,0,TemporalSpatialAgent,Temporal-Spatial,0.22806942933966473,0.009290452820112594,0.9325162325322156,0.19573502647517874,0.21155475444456523,0.21877897651955214,0.22806942933966473,0.028903126025858202,0.11695868719518102
218,0,TemporalSpatialAgent,Temporal-Spatial,0.22420221377338886,0.0100341024124396,0.9340671699600299,0.19948728270789057,0.21416811136094926,0.21288656982364895,0.22420221377338886,0.029044237328135908,0.12021158500598653
219,0,TemporalSpatialAgent,Temporal-Spatial,0.22713972914356154,0.005354814459162416,0.9339969870612206,0.19460354020207954,0.22178491468439912,0.20733885667328944,0.22713972914356154,0.029574075702605302,0.11955888359406511
220,0,TemporalSpatialAgent,Temporal-Spatial,0.23053702637557777,0.011969577734605802,0.9334650067184473,0.19982730154641096,0.21856744864097197,0.20670373641554696,0.23053702637557777,0.030814344115646708,0.11355014290584572
221,0,TemporalSpatialAgent,Temporal-Spatial,0.22672187732344948,0.01452605167674359,0.9323031956352749,0.20414231532751778,0.21110288962917928,0.2121958256467059,0.22672187732344948,0.02815325406308041,0.11768383801006724
222,0,TemporalSpatialAgent,Temporal-Spatial,0.22171381356592273,0.0031152520319353005,0.9307526856004227,0.19829270078190772,0.21859856153398743,0.21492762462905932,0.22171381356592273,0.026125998433936003,0.12034130105518681
223,0,TemporalSpatialAgent,Temporal-Spatial,0.2240743826841048,0.007644098277108519,0.9375381074049908,0.19080056858754316,0.2141023759207742,0.21643028440699627,0.2240743826841048,0.03193954114605831,0.12265284725452325
224,0,TemporalSpatialAgent,Temporal-Spatial,0.23429817327783625,0.014535030181268588,0.9374958773879297,0.18173698685445466,0.21976314309656766,0.20534483315287516,0.23429817327783625,0.03181176806546401,0.12704509555280236
225,0,TemporalSpatialAgent,Temporal-Spatial,0.23420956190214548,0.01964631128203642,0.9291507653778739,0.19720368821651404,0.21456325062010906,0.21267446216858155,0.23420956190214548,0.02681712420472041,0.11453191288792934
226,0,TemporalSpatialAgent,Temporal-Spatial,0.21636319997711942,0.004108308733784594,0.9378176704740482,0.20486020182063983,0.21225489124333483,0.21148302811275502,0.21636319997711942,0.031157995088225202,0.12388068375792571
227,1,BilateralAgent,Bilateral,0.2501177432455775,0.012458318026049409,0.9515457189832411,0.2376594252195281,0.1675324554365694,0.2501177432455775,0.15351496845749885,0.05370412803662002,0.13747127960420624
228,0,TemporalSpatialAgent,Temporal-Spatial,0.2333945895948302,0.009444788492107892,0.9354015100803126,0.1968198373149664,0.2239498011027223,0.1906239089633939,0.2333945895948302,0.0300605339290355,0.1251513290950517
229,0,TemporalSpatialAgent,Temporal-Spatial,0.22543903368405258,0.01170818503120119,0.9353048641108505,0.20277925299283858,0.21373084865285139,0.20557246316040217,0.22543903368405258,0.02933864532705181,0.12313975618280364
230,0,TemporalSpatialAgent,Temporal-Spatial,0.22714537137759905,0.01482261025847939,0.9343923705958023,0.20141998943404435,0.21232276111911966,0.20857268628989006,0.22714537137759905,0.029010924214817508,0.12152826756452932
231,0,TemporalSpatialAgent,Temporal-Spatial,0.23380788064064276,0.026568994521061012,0.9376726289918862,0.20499822747147214,0.20723888611958174,0.19848496702569385,0.23380788064064276,0.031916611320731605,0.12355342742187793
232,0,TemporalSpatialAgent,Temporal-Spatial,0.22724362981771282,0.010929934584829298,0.9345973518113417,0.19508595308598234,0.21631369523288352,0.21034455735700433,0.22724362981771282,0.029402165107638805,0.12160999939877812
233,0,TemporalSpatialAgent,Temporal-Spatial,0.2245475176022184,0.01383265037081191,0.9367056519384812,0.20220103362932634,0.21071486723140648,0.20858868414696657,0.2245475176022184,0.030477318183178212,0.12347057920690405
234,0,TemporalSpatialAgent,Temporal-Spatial,0.23488438505333462,0.009551686877813714,0.9310248003907162,0.19016873644179338,0.2253326981755209,0.20460411416403299,0.23488438505333462,0.028470208199152715,0.11653985796616545
235,0,TemporalSpatialAgent,Temporal-Spatial,0.22778615580243416,0.009697607985333812,0.9301224731679195,0.19822837522145606,0.21808854781710035,0.21184024875442387,0.22778615580243416,0.026515702345041307,0.11754097005954423
236,0,TemporalSpatialAgent,Temporal-Spatial,0.25738526514790083,0.001566567736598079,0.9073655425877073,0.07586499514255542,0.25581869741130275,0.24136969936884892,0.25738526514790083,0.036322578312441206,0.13323876461695072
237,0,TemporalSpatialAgent,Temporal-Spatial,0.24510531841434385,0.002925733644648598,0.928678362282269,0.20612154947865646,0.24217958476969526,0.14983356534376382,0.24510531841434385,0.029276256306684307,0.12748372568685631
238,0,TemporalSpatialAgent,Temporal-Spatial,0.22005918501698615,0.0055326231285521,0.932610587546004,0.20477927359798256,0.21452656188843405,0.21195427440574965,0.22005918501698615,0.027172591671887607,0.12150811341895992
239,0,TemporalSpatialAgent,Temporal-Spatial,0.22449220599730346,0.009663903289396508,0.9326576206907591,0.20263033687887275,0.21482830270790695,0.21280995682113857,0.22449220599730346,0.028813050734170106,0.11642614686060823
240,0,TemporalSpatialAgent,Temporal-Spatial,0.23749776212792534,0.014914970776211539,0.9331849291654296,0.16375809399960528,0.2224173662840769,0.2225827913517138,0.23749776212792534,0.03129105040844132,0.12245293582823746
241,0,TemporalSpatialAgent,Temporal-Spatial,0.22645434247797835,0.006762185259680087,0.9352544651171573,0.20353717288989945,0.21969215721829827,0.19810326870092426,0.22645434247797835,0.029749362592361207,0.12246369612053853
242,0,TemporalSpatialAgent,Temporal-Spatial,0.22952930682095704,0.009168881346840102,0.9327515255662211,0.202484133025425,0.22036042547411694,0.201033113966733,0.22952930682095704,0.028917582012765418,0.11767543870000267
243,0,TemporalSpatialAgent,Temporal-Spatial,0.22910638674332723,0.015141441657152088,0.9339765455712643,0.19605612254557192,0.21168384396439302,0.21396494508617514,0.22910638674332723,0.029354334202557005,0.11983436745797571
244,0,TemporalSpatialAgent,Temporal-Spatial,0.23067620065370834,0.011181987525996695,0.9311325839643135,0.19606877376441192,0.21949421312771164,0.21049690219332592,0.23067620065370834,0.028400041692312604,0.11486386856852962
245,1,TemporalSpatialAgent,Temporal-Spatial,0.22626915722457383,0.0078087051209370095,0.934448736360717,0.1862433803017049,0.21846045210363682,0.2166675075074139,0.22626915722457383,0.02937693521093432,0.12298256765173617
246,0,TemporalSpatialAgent,Temporal-Spatial,0.2289029407152823,0.014814846956394734,0.9330532364444507,0.20039843863371487,0.21408809375888757,0.20788733141004018,0.2289029407152823,0.028195578744293615,0.12052761673778156
247,0,TemporalSpatialAgent,Temporal-Spatial,0.22858314125442938,0.01074124054318501,0.9294365584094076,0.20090729302222557,0.21580704051449848,0.21784190071124437,0.22858314125442938,0.02881990658621941,0.10804071791138284
248,1,TemporalSpatialAgent,Temporal-Spatial,0.2724647472895837,0.012091933396259413,0.9123979656048606,0.192225345973642,0.2603728138933243,0.0928606797699027,0.2724647472895837,0.0305276160434683,0.1515487970300789
249,0,BilateralAgent,Bilateral,0.22548860282172667,0.00233602555124382,0.9349564202657114,0.18183854271352934,0.21595316545091187,0.22548860282172667,0.22315257727048285,0.030083428850733406,0.12348368289261583
250,0,TemporalSpatialAgent,Temporal-Spatial,0.2249413485542765,0.010727661789279808,0.9377229551700603,0.20961368681476888,0.2142136867649967,0.19122938824902777,0.2249413485542765,0.030157404169670814,0.12984448544725935
251,0,TemporalSpatialAgent,Temporal-Spatial,0.2259359564854577,0.011174515256966722,0.9336780152400742,0.198013616066509,0.21229116637074047,0.21476144122849097,0.2259359564854577,0.02880075620616421,0.12019706364263774
252,0,TemporalSpatialAgent,Temporal-Spatial,0.22576273543953498,0.0124683047563513,0.9342000598363208,0.20347343780700544,0.20821105652096344,0.21329443068318368,0.22576273543953498,0.02915113200523071,0.12010720754408184
253,0,TemporalSpatialAgent,Temporal-Spatial,0.2222830181168055,0.010481303979354012,0.9350981042742379,0.2087161252271732,0.2118017141374515,0.2061884267881427,0.2222830181168055,0.0293815227858129,0.1216291929446141
254,0,TemporalSpatialAgent,Temporal-Spatial,0.22538159104003344,0.013805083708154725,0.9354288088588862,0.20440277216503372,0.21157650733187872,0.21038295363469292,0.22538159104003344,0.031115747240321505,0.11714042858803972
255,0,TemporalSpatialAgent,Temporal-Spatial,0.22354153336818097,0.005828088763589395,0.9341212272867337,0.19774613770315566,0.2126065927210128,0.21771344460459158,0.22354153336818097,0.02956609279307251,0.11882619880998654
256,0,TemporalSpatialAgent,Temporal-Spatial,0.22538540680860306,0.013291040340363713,0.9361380366573179,0.20030460324139515,0.21209436646823934,0.21117388553417404,0.22538540680860306,0.030995425618992906,0.12004631232859553
257,0,TemporalSpatialAgent,Temporal-Spatial,0.22495971838634934,0.013899005860282143,0.9341045182563897,0.20357536393315112,0.2096133019125774,0.2110607125260672,0.22495971838634934,0.028384389545778016,0.12240651369607697
258,0,TemporalSpatialAgent,Temporal-Spatial,0.22501805456870505,0.0067985392697836045,0.929469659918975,0.19993157076294746,0.21821951529892145,0.21323158369752285,0.22501805456870505,0.025730321866890407,0.11786895380501283
259,0,TemporalSpatialAgent,Temporal-Spatial,0.2212271352564964,0.00464090945239351,0.9395478646568923,0.194735841622861,0.2097127508886551,0.2165862258041029,0.2212271352564964,0.0329843671751593,0.1247536792527253
260,0,TemporalSpatialAgent,Temporal-Spatial,0.22683387199736835,0.010238585822896995,0.9331547435081025,0.19500730460329135,0.21659528617447135,0.21474990982015055,0.22683387199736835,0.02927064930137401,0.11754297810334442
261,0,TemporalSpatialAgent,Temporal-Spatial,0.21604144270051115,0.004531917082275183,0.939446181872234,0.20722932131909144,0.21150952561823597,0.20709873045217905,0.21604144270051115,0.03208334193654451,0.12603763797343792
262,0,TemporalSpatialAgent,Temporal-Spatial,0.22811109797516066,0.012966204222183614,0.9341362153657918,0.19173640608182096,0.21514489375297705,0.21160098394434626,0.22811109797516066,0.028180003057893806,0.12522661518780134
263,0,TemporalSpatialAgent,Temporal-Spatial,0.26110349794855847,0.022508154712154005,0.9264594257507441,0.20074884854286115,0.23859534323640447,0.13355632121431632,0.26110349794855847,0.029815185448133406,0.13618080360972612
264,0,TemporalSpatialAgent,Temporal-Spatial,0.22332992948148142,0.009796362654384327,0.9345196831503527,0.20415426992308058,0.2083540950982831,0.2135335668270971,0.22332992948148142,0.028896035955291915,0.12173210271476595
265,0,TemporalSpatialAgent,Temporal-Spatial,0.22346128114417171,0.009622301408140188,0.9341846534595966,0.20301104322502414,0.21383897973603153,0.20940812201263131,0.22346128114417171,0.028641312504531204,0.12163926137761011
266,1,TemporalSpatialAgent,Temporal-Spatial,0.22630388287749298,0.012174011079567393,0.9347497959356412,0.19665329489070027,0.21058548325046028,0.21412987179792559,0.22630388287749298,0.02893507230475311,0.12339239487866784
267,0,TemporalSpatialAgent,Temporal-Spatial,0.24197527638844682,0.005539889807651299,0.9323732777832558,0.20081156014258783,0.15441987577288674,0.23643538658079552,0.24197527638844682,0.029055122896373804,0.13730277821890924
268,0,TemporalSpatialAgent,Temporal-Spatial,0.22554644333600618,0.014815940376848608,0.9350335009911105,0.20284943389339438,0.21073050295915757,0.20980743064534207,0.22554644333600618,0.02948115167737851,0.12158503748872135
269,0,MultiViewAgent,Multi-View,0.22423190084501335,0.010150450976947528,0.9381402934921633,0.20481460042158142,0.22423190084501335,0.20297801523748243,0.21408144986806582,0.03242554182547391,0.12146849180238292
270,0,TemporalSpatialAgent,Temporal-Spatial,0.24171328284328822,0.0161434826930833,0.9341208672154376,0.14759668033841392,0.21635693731134373,0.22556980015020492,0.24171328284328822,0.031150112250847604,0.13761318710590142
271,0,TemporalSpatialAgent,Temporal-Spatial,0.23376364457668347,0.0170399104862006,0.9345215948199671,0.21024211800961098,0.18473965830835415,0.21672373409048287,0.23376364457668347,0.02916378445908201,0.12536706055578667
272,0,TemporalSpatialAgent,Temporal-Spatial,0.222913620603855,0.005416637653937795,0.934482495001492,0.1943178402629545,0.21399844282759561,0.2174969829499172,0.222913620603855,0.029042370851536416,0.12223074250414127
273,1,TemporalSpatialAgent,Temporal-Spatial,0.22634854628871007,0.015345567913411517,0.9345222816360355,0.20193320559534306,0.21092566376976254,0.21100297837529855,0.22634854628871007,0.029398755506325206,0.12039085046456063
274,0,TemporalSpatialAgent,Temporal-Spatial,0.2284906771646009,0.014134169910206495,0.9328715982277609,0.19729847033543235,0.2143565072543944,0.21364397341776728,0.2284906771646009,0.029085113597930812,0.11712525822987434
275,0,TemporalSpatialAgent,Temporal-Spatial,0.22719726842346777,0.015809033058449024,0.9352574409090278,0.19894522796476946,0.20975654618030645,0.21138823536501875,0.22719726842346777,0.029350581406708907,0.12336214065972873
276,0,TemporalSpatialAgent,Temporal-Spatial,0.2252213381066228,0.010088576927205911,0.9321927220453821,0.20343979353654165,0.21376152704061968,0.21513276117941688,0.2252213381066228,0.02947118506333971,0.11297339507345934
277,0,TemporalSpatialAgent,Temporal-Spatial,0.22829567076304,0.011767817871412012,0.9320902339690763,0.1993921772775934,0.216527852891628,0.2091448386451093,0.22829567076304,0.0278488179989288,0.1187906424237004
278,0,BilateralAgent,Bilateral,0.23501886642766048,0.011121505787119401,0.9371297159462599,0.15443772987263416,0.22389736064054108,0.23501886642766048,0.21744807016379178,0.032535947972150515,0.13666202492322205
279,0,TemporalSpatialAgent,Temporal-Spatial,0.23100112578531362,0.015094716169727684,0.9362064555618392,0.20313618167002742,0.21590640961558594,0.19708184878467702,0.23100112578531362,0.030950520994935504,0.12192391314946051
280,0,TemporalSpatialAgent,Temporal-Spatial,0.22410178490480417,0.01337676421159989,0.9365718771825864,0.20412877679368716,0.20922940582799238,0.21072502069320428,0.22410178490480417,0.03107253540771931,0.12074247637259274
281,0,TemporalSpatialAgent,Temporal-Spatial,0.2207821263567436,0.008851137665602332,0.935877826157775,0.20810700011248648,0.21193098869114127,0.206293397314156,0.2207821263567436,0.029598578617290715,0.12328790890818196
282,0,TemporalSpatialAgent,Temporal-Spatial,0.22233000594549088,0.007312765717988501,0.9328163829530707,0.2070270104020301,0.2111632776619035,0.21501724022750238,0.22233000594549088,0.02916798296482671,0.11529448279824654
283,0,TemporalSpatialAgent,Temporal-Spatial,0.22997768384112763,0.014685515550812711,0.9356920521278446,0.19905446170412264,0.21529216829031492,0.20056977543371923,0.22997768384112763,0.029374612139238702,0.12573129859147683
284,0,MultiViewAgent,Multi-View,0.2944771457338193,0.014906506745863912,0.8969283260766672,0.07253024142106111,0.2944771457338193,0.12850997880531081,0.27957063898795537,0.03740187864173221,0.18751011641012125
285,0,TemporalSpatialAgent,Temporal-Spatial,0.22524998544657926,0.011213834647643695,0.9332987217318802,0.20563695652534217,0.21403615079893556,0.20717994591823005,0.22524998544657926,0.028505482782325606,0.11939147852858743
286,0,TemporalSpatialAgent,Temporal-Spatial,0.24150406853499204,0.018700409805201906,0.9303933508360198,0.16270959455317652,0.21888143707197794,0.22280365872979013,0.24150406853499204,0.028105060370122205,0.12599618073994123
287,0,TemporalSpatialAgent,Temporal-Spatial,0.225723525911649,0.010915027558455886,0.9376584093763352,0.1982871331952025,0.2148084983531931,0.205744791377032,0.225723525911649,0.0314008603709911,0.1240351907919322
288,0,TemporalSpatialAgent,Temporal-Spatial,0.22468861536777776,0.012006153351633908,0.9356815477525305,0.19631513440677886,0.21268246201614385,0.21167459099084984,0.22468861536777776,0.029175421921791508,0.12546377529665823
289,0,TemporalSpatialAgent,Temporal-Spatial,0.2257086463645954,0.010848542441450615,0.9337508252604921,0.19983829902082906,0.2114430304188261,0.21486010392314478,0.2257086463645954,0.02914433991354971,0.11900558035905504
290,0,TemporalSpatialAgent,Temporal-Spatial,0.22999079156117502,0.005179220276158025,0.9315609931555773,0.2020808979778187,0.224811571285017,0.20093441776161378,0.22999079156117502,0.029527802918828113,0.11265451849554746
291,0,TemporalSpatialAgent,Temporal-Spatial,0.22855267448057118,0.012203423810472902,0.9328887223578591,0.19886060143875667,0.21634925067009828,0.21165083835512208,0.22855267448057118,0.02976607715886271,0.11482055789658914
292,0,TemporalSpatialAgent,Temporal-Spatial,0.2270018863898039,0.008364345093157505,0.9301192869543796,0.2006579167877885,0.2186375412966464,0.20951944107669207,0.2270018863898039,0.02634645536959931,0.11783675907946986
293,0,TemporalSpatialAgent,Temporal-Spatial,0.2310020138547447,0.01143443336005151,0.9328164546815086,0.1823565712237108,0.2195675804946932,0.2175592715792006,0.2310020138547447,0.0291059292183777,0.1204086336292729
294,0,MultiViewAgent,Multi-View,0.2207912393235528,0.004940564357402616,0.9367331432129947,0.19832843617400445,0.2207912393235528,0.21585067496615018,0.20947976156029857,0.02994882750659631,0.12560106046939776
295,1,BilateralAgent,Bilateral,0.2776050800410624,0.02746200128869075,0.9135749599738119,0.21470332213807994,0.11428653736416171,0.2776050800410624,0.25014307875237163,0.033510326313927204,0.10975165539039711
296,0,TemporalSpatialAgent,Temporal-Spatial,0.22391898250149944,0.008856092579865305,0.9315388228073501,0.2075243335976424,0.21154597697589353,0.21506288992163414,0.22391898250149944,0.028683521540479418,0.11326429546285127
297,0,TemporalSpatialAgent,Temporal-Spatial,0.22993144520414074,0.0160139266246227,0.9360471675083105,0.20074391309303297,0.21391751857951805,0.20095040837956177,0.22993144520414074,0.029956897427767408,0.12449981731597913
298,0,TemporalSpatialAgent,Temporal-Spatial,0.22797912876855597,0.012297699672738999,0.9326675984801116,0.19826703217413635,0.21568142909581697,0.2120542702171274,0.22797912876855597,0.02883888394801851,0.11717925579634485
299,0,TemporalSpatialAgent,Temporal-Spatial,0.24129653372320292,0.010154335561800704,0.9267626517779627,0.13735762231295157,0.23114219816140222,0.22902790061458442,0.24129653372320292,0.028041454626332812,0.13313429056152615
300,0,TemporalSpatialAgent,Temporal-Spatial,0.22374163191987437,0.01280004517165742,0.9364773742834648,0.20546983169011707,0.20902335407098216,0.21094158674821695,0.22374163191987437,0.03131686749252591,0.11950672807828353
301,0,TemporalSpatialAgent,Temporal-Spatial,0.2265928810187681,0.014960322794867698,0.93643588310742,0.1984085894188036,0.2079399275802759,0.2116325582239004,0.2265928810187681,0.0298288959098249,0.125597147848427
302,0,LocalRegionalAgent,Local-Regional,0.24007004143475344,0.01914095401293761,0.943173360829315,0.24007004143475344,0.16278592909281592,0.18206447127075862,0.22092908742181583,0.033920355311192606,0.16023011546866361
303,1,TemporalSpatialAgent,Temporal-Spatial,0.22601915315957416,0.012455064808613775,0.933196209077396,0.20174054709221237,0.21193928463718129,0.21356408835096038,0.22601915315957416,0.028953288553370697,0.11778363820670089
304,0,TemporalSpatialAgent,Temporal-Spatial,0.2266419548966862,0.015577818737867816,0.9340654847273935,0.2024868366040705,0.2110641361588184,0.2106961485060866,0.2266419548966862,0.0290880775479649,0.1200228462863733
305,0,MultiViewAgent,Multi-View,0.22415382471611842,0.014553890530831226,0.936185534144859,0.20433277714464418,0.22415382471611842,0.20780682866251088,0.2095999341852872,0.029696643378994313,0.12440999191244506
306,1,TemporalSpatialAgent,Temporal-Spatial,0.27082403917757975,0.03335539757912462,0.9225164728586591,0.20177635930191412,0.23746864159845513,0.11933070921644662,0.27082403917757975,0.030043532137216705,0.14055671856838772
307,0,BilateralAgent,Bilateral,0.3153116624568726,0.11819270002188534,0.924008341742492,0.13334263704348706,0.17426686180686127,0.3153116624568726,0.19711896243498725,0.03580132906954201,0.14415854718824975
308,0,TemporalSpatialAgent,Temporal-Spatial,0.22448219178367104,0.009889003917025796,0.9344030469609653,0.20108315892828116,0.21459318786664525,0.21452169091113227,0.22448219178367104,0.031162104228177608,0.11415766628209273
309,0,TemporalSpatialAgent,Temporal-Spatial,0.2302600329819249,0.018610187628838898,0.9330943535516918,0.1997897879265628,0.211649845353086,0.2099298827257219,0.2302600329819249,0.02845644492642,0.1199140060862842
310,0,TemporalSpatialAgent,Temporal-Spatial,0.22282283777007256,0.005189809494323905,0.9340586623906308,0.20226210337408046,0.21763302827574865,0.20760551444546915,0.22282283777007256,0.028786393325123106,0.12089012280950603
311,0,TemporalSpatialAgent,Temporal-Spatial,0.23341535909817876,0.009664114994020395,0.9338763345621908,0.20025780488684886,0.22375124410415836,0.19069428471957306,0.23341535909817876,0.029231487699481706,0.12264981949175932
312,0,TemporalSpatialAgent,Temporal-Spatial,0.22770007320040542,0.0116837305089606,0.9324323100105624,0.2008679456591162,0.21601634269144482,0.2079778768654481,0.22770007320040542,0.027871961412197103,0.11956580017138811
313,0,TemporalSpatialAgent,Temporal-Spatial,0.2253534234557327,0.011612728110804604,0.9344751142920398,0.2001054740627759,0.2137406953449281,0.2114674196147392,0.2253534234557327,0.0295496572549679,0.119783330266856
314,0,TemporalSpatialAgent,Temporal-Spatial,0.2299642795137609,0.013924603658391793,0.9307933665924829,0.1998267149895881,0.2160396758553691,0.21319214674393389,0.2299642795137609,0.02869553140406951,0.11228165149327854
315,0,TemporalSpatialAgent,Temporal-Spatial,0.22936437998483167,0.011780611885210207,0.9283591201765574,0.19869633194180847,0.21446215753310405,0.21758376809962146,0.22936437998483167,0.026145588916579608,0.11374777352405482
316,0,TemporalSpatialAgent,Temporal-Spatial,0.25444250882815544,0.01400030301118979,0.9095063692787849,0.18216142843362673,0.24044220581696565,0.21921390345136796,0.25444250882815544,0.028215112694708507,0.07552484077517561
317,0,TemporalSpatialAgent,Temporal-Spatial,0.22697716010463995,0.014890865733194203,0.9348201784501905,0.20087144722791694,0.21056086170431887,0.21208629437144574,0.22697716010463995,0.029966238194774508,0.11953799839690403
318,0,TemporalSpatialAgent,Temporal-Spatial,0.2248006815433581,0.0077433669008687145,0.9349016912254031,0.20199458177578677,0.20477777147303278,0.2170573146424894,0.2248006815433581,0.029311893260056714,0.12205775730527635
319,1,TemporalSpatialAgent,Temporal-Spatial,0.22036184583976398,3.9175874645608344e-05,0.937482042050788,0.20089645777885107,0.20089778067942085,0.22032266996511837,0.22036184583976398,0.030338087986066912,0.12718315775077885
320,0,TemporalSpatialAgent,Temporal-Spatial,0.22639231950630917,0.011617293992995381,0.9320072147229299,0.1963446612764471,0.2147750255133138,0.2135586443939383,0.22639231950630917,0.02689673464014731,0.12203261466984444
321,0,TemporalSpatialAgent,Temporal-Spatial,0.2257454097526729,0.01093633450713613,0.9345654000513702,0.1964233156260038,0.21480907524553677,0.21170513053295428,0.2257454097526729,0.029077932824688013,0.12223913601814436
322,0,TemporalSpatialAgent,Temporal-Spatial,0.22679575883253983,0.011571599223858392,0.929836711994014,0.20039575822376351,0.21373991661123432,0.21522415960868144,0.22679575883253983,0.026085225678876403,0.11775918104490452
323,0,TemporalSpatialAgent,Temporal-Spatial,0.22050155268027205,0.0024328651955131952,0.9339797927301406,0.20307838802723976,0.20929983015307985,0.21806868748475886,0.22050155268027205,0.028824487540739307,0.12022705411391023
324,0,BilateralAgent,Bilateral,0.22237512650160435,0.00424443976073649,0.9396092731436502,0.21813068674086786,0.18766139580524255,0.22237512650160435,0.20771360835681327,0.031382361579314004,0.13273682101615802
325,0,TemporalSpatialAgent,Temporal-Spatial,0.23186922869727775,0.014812682715528186,0.932909213651015,0.19598216166308316,0.21705654598174956,0.20744396515980396,0.23186922869727775,0.028865102588801206,0.11878299590928443
326,0,TemporalSpatialAgent,Temporal-Spatial,0.23139197466924893,0.008758153617191594,0.9355679756876731,0.19985238720982093,0.22263382105205734,0.19589484885482794,0.23139197466924893,0.031599575413867306,0.11862739280017762
327,0,TemporalSpatialAgent,Temporal-Spatial,0.22258747449689106,0.009672946939701804,0.933685353922616,0.20465241589237806,0.21165015187674147,0.21291452755718926,0.22258747449689106,0.028747371081775906,0.11944805909502423
328,0,TemporalSpatialAgent,Temporal-Spatial,0.22397304452411854,0.008305079337652815,0.9333541420088803,0.20198315311835272,0.21158326513098683,0.21566796518646572,0.22397304452411854,0.029055228309205903,0.11773734373087032
329,0,TemporalSpatialAgent,Temporal-Spatial,0.22313282749792937,0.011409945230552498,0.9346743688382984,0.20598414222982286,0.2089999719423433,0.21172288226737687,0.22313282749792937,0.02921204587885481,0.12094813018367274
330,0,TemporalSpatialAgent,Temporal-Spatial,0.2269997318497308,0.01687473071128981,0.9369867500944355,0.20458578347622075,0.210125001138441,0.20215619128648876,0.2269997318497308,0.03020027190292171,0.12593302034619697
331,0,TemporalSpatialAgent,Temporal-Spatial,0.22792606830702278,0.01572067603985719,0.9307404482849646,0.20231293869561176,0.2122053922671656,0.21149271972580727,0.22792606830702278,0.02627265320938951,0.11979022779500303
332,0,TemporalSpatialAgent,Temporal-Spatial,0.22374485528452057,0.012909199740215899,0.9369567073302312,0.20613094967240606,0.21083565554430467,0.20686392901207956,0.22374485528452057,0.03129812209984931,0.12112648838683993
333,0,TemporalSpatialAgent,Temporal-Spatial,0.23216056997685536,0.00765941386426669,0.9356552498479945,0.20021989682829275,0.22450115611258867,0.18684698747642242,0.23216056997685536,0.030082767379326508,0.12618862222651434
334,1,TemporalSpatialAgent,Temporal-Spatial,0.22649516417101187,0.01048982972006049,0.9339234772789938,0.19867845290882596,0.21600533445095138,0.21028531747298948,0.22649516417101187,0.02931095596215291,0.11922477503406845
335,0,TemporalSpatialAgent,Temporal-Spatial,0.22971218401844648,0.0169844203419367,0.9353227889842767,0.19253112785866394,0.21272776367650978,0.21232219106317998,0.22971218401844648,0.02991890121291411,0.12278783217028584
336,0,TemporalSpatialAgent,Temporal-Spatial,0.22690741411498982,0.011793578777249014,0.9345428983872509,0.2035180015151324,0.2151138353377408,0.2024426169668885,0.22690741411498982,0.028705171088728318,0.12331296097652017
337,0,TemporalSpatialAgent,Temporal-Spatial,0.2257717012735039,0.013785194552980828,0.93423022540405,0.20457692670020147,0.21198650672052308,0.2082623652398229,0.2257717012735039,0.029098680811362014,0.12030381925458665
338,0,TemporalSpatialAgent,Temporal-Spatial,0.22666802745860185,0.0083299515636589,0.9330021619144645,0.19686245121900225,0.21196050896578875,0.21833807589494295,0.22666802745860185,0.029253808596992708,0.11691712786467152
339,0,TemporalSpatialAgent,Temporal-Spatial,0.2369967639104174,0.013811428611045784,0.9312800011369469,0.18953420910125238,0.22318533529937162,0.20650778850593549,0.2369967639104174,0.029427305795820115,0.11434859738720306
340,0,TemporalSpatialAgent,Temporal-Spatial,0.22867985460713255,0.009710016281260586,0.9357257680870321,0.19015399832885885,0.21275701769285285,0.21896983832587197,0.22867985460713255,0.032025713237479214,0.11741357780780473
